Confidence of Model in Predicting True Label,Treatment
0.9966397,No Treatment (Control)
0.21811178,No Treatment (Control)
0.3281413,No Treatment (Control)
0.10856216,No Treatment (Control)
0.82344335,No Treatment (Control)
0.38982913,No Treatment (Control)
0.27633718,No Treatment (Control)
0.54917765,No Treatment (Control)
0.6333669,No Treatment (Control)
0.0070759873,No Treatment (Control)
0.00034046284,No Treatment (Control)
0.07657394,No Treatment (Control)
0.00095036067,No Treatment (Control)
0.024339782,No Treatment (Control)
0.07016932,No Treatment (Control)
0.9971531,No Treatment (Control)
0.0071791327,No Treatment (Control)
0.039268576,No Treatment (Control)
0.018920938,No Treatment (Control)
0.02588068,No Treatment (Control)
0.0035456643,No Treatment (Control)
0.9944635,No Treatment (Control)
0.064831875,No Treatment (Control)
0.0014788787,No Treatment (Control)
0.027578192,No Treatment (Control)
0.44728637,No Treatment (Control)
0.0042268503,No Treatment (Control)
0.4681763,No Treatment (Control)
0.020391533,No Treatment (Control)
0.0024841079,No Treatment (Control)
0.0006361229,No Treatment (Control)
0.00026511413,No Treatment (Control)
0.05870959,No Treatment (Control)
0.61270624,No Treatment (Control)
0.00011497342,No Treatment (Control)
0.5585902,No Treatment (Control)
0.03960586,No Treatment (Control)
0.69697636,No Treatment (Control)
0.77266926,No Treatment (Control)
0.8834307,No Treatment (Control)
0.007997415,No Treatment (Control)
0.0001287205,No Treatment (Control)
0.0070476853,No Treatment (Control)
0.997559,No Treatment (Control)
0.0007902701,No Treatment (Control)
0.025074689,No Treatment (Control)
0.81514025,No Treatment (Control)
0.71364003,No Treatment (Control)
0.36537507,No Treatment (Control)
0.0017570514,No Treatment (Control)
0.0016018407,No Treatment (Control)
0.9686168,No Treatment (Control)
0.2371405,No Treatment (Control)
0.2288983,No Treatment (Control)
0.6938069,No Treatment (Control)
0.02733235,No Treatment (Control)
1.47E-05,No Treatment (Control)
0.011600148,No Treatment (Control)
0.32535592,No Treatment (Control)
0.02756945,No Treatment (Control)
0.00017126874,No Treatment (Control)
0.91737527,No Treatment (Control)
0.11197047,No Treatment (Control)
0.2889268,No Treatment (Control)
0.00048603147,No Treatment (Control)
0.0012429048,No Treatment (Control)
0.019425716,No Treatment (Control)
0.06729638,No Treatment (Control)
0.84555995,No Treatment (Control)
0.0005945074,No Treatment (Control)
0.002287098,No Treatment (Control)
0.7544217,No Treatment (Control)
0.55202925,No Treatment (Control)
0.06276768,No Treatment (Control)
0.6076614,No Treatment (Control)
0.99985766,No Treatment (Control)
0.0035130365,No Treatment (Control)
0.05771833,No Treatment (Control)
0.047177132,No Treatment (Control)
0.0026841392,No Treatment (Control)
0.82577,No Treatment (Control)
0.9999189,No Treatment (Control)
0.010757896,No Treatment (Control)
0.004011053,No Treatment (Control)
0.6375966,No Treatment (Control)
0.895499,No Treatment (Control)
0.37450188,No Treatment (Control)
0.10792874,No Treatment (Control)
0.36332864,No Treatment (Control)
0.36439925,No Treatment (Control)
0.0003984831,No Treatment (Control)
0.00014672363,No Treatment (Control)
0.100407615,No Treatment (Control)
0.024373313,No Treatment (Control)
0.99850285,No Treatment (Control)
0.003491982,No Treatment (Control)
0.9985093,No Treatment (Control)
0.0002006458,No Treatment (Control)
0.00081215036,No Treatment (Control)
0.6974677,No Treatment (Control)
0.07423264,No Treatment (Control)
0.007504614,No Treatment (Control)
0.7333818,No Treatment (Control)
0.74626464,No Treatment (Control)
0.6507789,No Treatment (Control)
0.5473615,No Treatment (Control)
0.87755644,No Treatment (Control)
0.0058387625,No Treatment (Control)
0.0053871283,No Treatment (Control)
0.39791864,No Treatment (Control)
0.99946153,No Treatment (Control)
0.5147975,No Treatment (Control)
0.37118623,No Treatment (Control)
0.075298116,No Treatment (Control)
0.09001817,No Treatment (Control)
0.16563053,No Treatment (Control)
0.008296738,No Treatment (Control)
0.49257964,No Treatment (Control)
0.008942152,No Treatment (Control)
0.021320485,No Treatment (Control)
0.9864466,No Treatment (Control)
0.0037358839,No Treatment (Control)
0.34553757,No Treatment (Control)
0.40769762,No Treatment (Control)
0.0018995035,No Treatment (Control)
0.15041508,No Treatment (Control)
0.48744088,No Treatment (Control)
1.18E-06,No Treatment (Control)
0.23665427,No Treatment (Control)
0.16257952,No Treatment (Control)
0.80376744,No Treatment (Control)
0.81592196,No Treatment (Control)
0.02070358,No Treatment (Control)
0.10140042,No Treatment (Control)
0.38142684,No Treatment (Control)
0.62593853,No Treatment (Control)
0.36866572,No Treatment (Control)
0.00022895973,No Treatment (Control)
0.00018092032,No Treatment (Control)
0.0005107742,No Treatment (Control)
0.09594776,No Treatment (Control)
0.00090913114,No Treatment (Control)
8.44E-05,No Treatment (Control)
0.10998222,No Treatment (Control)
0.9822748,No Treatment (Control)
0.0024490906,No Treatment (Control)
0.0014824232,No Treatment (Control)
0.79521066,No Treatment (Control)
0.55624706,No Treatment (Control)
0.052037556,No Treatment (Control)
0.00026798263,No Treatment (Control)
0.02892091,No Treatment (Control)
0.99579954,No Treatment (Control)
0.5501769,No Treatment (Control)
0.091853544,No Treatment (Control)
0.0010302577,No Treatment (Control)
0.034282316,No Treatment (Control)
0.07906531,No Treatment (Control)
0.709692,No Treatment (Control)
0.6643468,No Treatment (Control)
0.4941399,No Treatment (Control)
0.7331209,No Treatment (Control)
0.11822175,No Treatment (Control)
0.45429116,No Treatment (Control)
0.0017466488,No Treatment (Control)
0.9997498,No Treatment (Control)
0.0018384687,No Treatment (Control)
0.99857664,No Treatment (Control)
0.33877698,No Treatment (Control)
0.10113503,No Treatment (Control)
0.8985116,No Treatment (Control)
0.0066630505,No Treatment (Control)
0.024533423,No Treatment (Control)
0.6397718,No Treatment (Control)
0.31896192,No Treatment (Control)
0.0012252852,No Treatment (Control)
0.073305435,No Treatment (Control)
0.2503993,No Treatment (Control)
0.041443363,No Treatment (Control)
0.99965775,No Treatment (Control)
0.011237359,No Treatment (Control)
0.06160834,No Treatment (Control)
3.08E-06,No Treatment (Control)
0.019647153,No Treatment (Control)
0.2682674,No Treatment (Control)
0.6732339,No Treatment (Control)
0.08661244,No Treatment (Control)
0.0043714163,No Treatment (Control)
0.00015004074,No Treatment (Control)
0.99956375,No Treatment (Control)
0.008542998,No Treatment (Control)
0.08335095,No Treatment (Control)
0.021354413,No Treatment (Control)
0.00088298303,No Treatment (Control)
0.98811924,No Treatment (Control)
0.012376395,No Treatment (Control)
0.9996587,No Treatment (Control)
0.002143146,No Treatment (Control)
0.05186871,No Treatment (Control)
0.86478627,No Treatment (Control)
0.0005412547,No Treatment (Control)
0.9950028,No Treatment (Control)
5.03E-05,No Treatment (Control)
0.4609984,No Treatment (Control)
0.17173913,No Treatment (Control)
0.2826066,No Treatment (Control)
0.4851634,No Treatment (Control)
0.044124674,No Treatment (Control)
0.5503524,No Treatment (Control)
0.011746558,No Treatment (Control)
0.008923712,No Treatment (Control)
0.91039217,No Treatment (Control)
0.8641237,No Treatment (Control)
0.08100899,No Treatment (Control)
0.0027818957,No Treatment (Control)
0.4444137,No Treatment (Control)
0.99715036,No Treatment (Control)
0.009160413,No Treatment (Control)
0.5782809,No Treatment (Control)
0.5361793,No Treatment (Control)
0.98935485,No Treatment (Control)
0.73400116,No Treatment (Control)
0.52407837,No Treatment (Control)
0.5061962,No Treatment (Control)
0.7881132,No Treatment (Control)
0.6771637,No Treatment (Control)
0.0018693156,No Treatment (Control)
0.46461955,No Treatment (Control)
0.36138046,No Treatment (Control)
0.8218374,No Treatment (Control)
0.0021166473,No Treatment (Control)
0.0009630412,No Treatment (Control)
0.0014213519,No Treatment (Control)
0.018717926,No Treatment (Control)
0.008139438,No Treatment (Control)
0.019457582,No Treatment (Control)
0.050307445,No Treatment (Control)
0.28030437,No Treatment (Control)
0.001992681,No Treatment (Control)
0.0040756995,No Treatment (Control)
0.9688992,No Treatment (Control)
0.010903875,No Treatment (Control)
0.34602287,No Treatment (Control)
0.09305072,No Treatment (Control)
0.9993238,No Treatment (Control)
0.03655688,No Treatment (Control)
0.5120901,No Treatment (Control)
0.7168413,No Treatment (Control)
0.0022959707,No Treatment (Control)
0.13417046,No Treatment (Control)
0.38771847,No Treatment (Control)
0.093776934,No Treatment (Control)
0.27925166,No Treatment (Control)
0.9979526,No Treatment (Control)
0.1697979,No Treatment (Control)
0.11100361,No Treatment (Control)
0.6090529,No Treatment (Control)
0.40425614,No Treatment (Control)
0.35548934,No Treatment (Control)
0.00053508003,No Treatment (Control)
0.8118048,No Treatment (Control)
0.24321595,No Treatment (Control)
0.05212428,No Treatment (Control)
0.005876532,No Treatment (Control)
0.0015436189,No Treatment (Control)
0.99792194,No Treatment (Control)
0.9793964,No Treatment (Control)
0.5076177,No Treatment (Control)
0.000977834,No Treatment (Control)
0.045226235,No Treatment (Control)
0.0075156377,No Treatment (Control)
0.99722755,No Treatment (Control)
0.99978256,No Treatment (Control)
0.029980928,No Treatment (Control)
0.04759999,No Treatment (Control)
0.0078055672,No Treatment (Control)
0.15993646,No Treatment (Control)
0.7579397,No Treatment (Control)
0.19158728,No Treatment (Control)
0.13451591,No Treatment (Control)
0.6275048,No Treatment (Control)
0.68684274,No Treatment (Control)
0.63003206,No Treatment (Control)
0.9217515,No Treatment (Control)
0.2690732,No Treatment (Control)
0.98932487,No Treatment (Control)
0.98500276,No Treatment (Control)
0.018292671,No Treatment (Control)
0.9936564,No Treatment (Control)
0.07404437,No Treatment (Control)
0.12165779,No Treatment (Control)
0.16001941,No Treatment (Control)
0.994576,No Treatment (Control)
0.77721024,No Treatment (Control)
1.52E-05,No Treatment (Control)
0.19983391,No Treatment (Control)
0.10040891,No Treatment (Control)
0.48379514,No Treatment (Control)
0.080532886,No Treatment (Control)
1.79E-05,No Treatment (Control)
0.0028377338,No Treatment (Control)
0.40161452,No Treatment (Control)
0.010706183,No Treatment (Control)
0.031255186,No Treatment (Control)
0.44298425,No Treatment (Control)
0.25990582,No Treatment (Control)
0.22395332,No Treatment (Control)
0.99994785,No Treatment (Control)
0.9331201,No Treatment (Control)
0.98744667,No Treatment (Control)
0.29534674,No Treatment (Control)
0.31150237,No Treatment (Control)
0.90351415,No Treatment (Control)
0.64577407,No Treatment (Control)
0.32351708,No Treatment (Control)
0.34526354,No Treatment (Control)
0.79890543,No Treatment (Control)
0.032310553,No Treatment (Control)
0.18707572,No Treatment (Control)
0.99595904,No Treatment (Control)
0.0022162406,No Treatment (Control)
0.0003955363,No Treatment (Control)
4.03E-05,No Treatment (Control)
0.02494097,No Treatment (Control)
0.006569208,No Treatment (Control)
0.013900041,No Treatment (Control)
0.5018041,No Treatment (Control)
0.85600805,No Treatment (Control)
0.75298023,No Treatment (Control)
0.00011422919,No Treatment (Control)
0.22995864,No Treatment (Control)
0.49022353,No Treatment (Control)
0.7146544,No Treatment (Control)
0.07236336,No Treatment (Control)
0.0017649006,No Treatment (Control)
0.108875066,No Treatment (Control)
0.004640815,No Treatment (Control)
0.14954588,No Treatment (Control)
0.06672838,No Treatment (Control)
0.0018698095,No Treatment (Control)
0.5682954,No Treatment (Control)
0.021635804,No Treatment (Control)
0.930338,No Treatment (Control)
0.29529193,No Treatment (Control)
0.7136657,No Treatment (Control)
0.045497656,No Treatment (Control)
0.0071472903,No Treatment (Control)
0.87293756,No Treatment (Control)
0.00043435476,No Treatment (Control)
0.5072932,No Treatment (Control)
1.15E-05,No Treatment (Control)
0.003251022,No Treatment (Control)
0.015427001,No Treatment (Control)
0.05528425,No Treatment (Control)
0.012184414,No Treatment (Control)
0.06010857,No Treatment (Control)
0.0018401305,No Treatment (Control)
0.7817784,No Treatment (Control)
3.74E-05,No Treatment (Control)
0.7592855,No Treatment (Control)
0.015433487,No Treatment (Control)
5.41E-05,No Treatment (Control)
0.43306115,No Treatment (Control)
0.35647765,No Treatment (Control)
0.0005970169,No Treatment (Control)
0.009117441,No Treatment (Control)
0.007646989,No Treatment (Control)
0.006669033,No Treatment (Control)
0.014490025,No Treatment (Control)
0.0024855295,No Treatment (Control)
0.99951524,No Treatment (Control)
0.08031038,No Treatment (Control)
0.8335678,No Treatment (Control)
0.008154516,No Treatment (Control)
0.010565657,No Treatment (Control)
0.97824,No Treatment (Control)
0.8124487,No Treatment (Control)
0.012592226,No Treatment (Control)
0.0011891086,No Treatment (Control)
0.52150255,No Treatment (Control)
0.09088375,No Treatment (Control)
0.10419696,No Treatment (Control)
0.0012622903,No Treatment (Control)
0.21380453,No Treatment (Control)
0.00053556834,No Treatment (Control)
0.99955136,No Treatment (Control)
0.0035368057,No Treatment (Control)
0.00024187802,No Treatment (Control)
2.32E-05,No Treatment (Control)
0.020011509,No Treatment (Control)
0.13190168,No Treatment (Control)
0.027242383,No Treatment (Control)
0.7089859,No Treatment (Control)
0.091422014,No Treatment (Control)
0.007958292,No Treatment (Control)
0.93798584,No Treatment (Control)
0.014008413,No Treatment (Control)
0.37099028,No Treatment (Control)
0.57792753,No Treatment (Control)
0.005346986,No Treatment (Control)
0.009462872,No Treatment (Control)
0.003327249,No Treatment (Control)
0.02066709,No Treatment (Control)
0.0036169332,No Treatment (Control)
0.7455049,No Treatment (Control)
0.004622161,No Treatment (Control)
0.0890368,No Treatment (Control)
0.10490215,No Treatment (Control)
0.0022696299,No Treatment (Control)
0.9961305,No Treatment (Control)
0.9907581,No Treatment (Control)
0.0007075546,No Treatment (Control)
0.07359007,No Treatment (Control)
0.7196726,No Treatment (Control)
0.77900594,No Treatment (Control)
0.010371022,No Treatment (Control)
